custom/total_reward,custom/total_distance,custom/routes_completed,custom/avg_speed,custom/mean_reward,custom/avg_center_dev,time/fps,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/iterations,train/std,train/clip_fraction,train/value_loss,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/n_updates,train/loss,train/explained_variance,train/entropy_loss,train/approx_kl
[0.00742541],1.699079841375351,0.013888888888888888,[1.79512681],[0.00082505],0.2602512858926118,,,,,,,,,,,,,,,,,
[0.],1.0749895479530096,0.00425531914893617,[0.63787843],[0.],0.10857495018780694,,,,,,,,,,,,,,,,,
[0.05069142],0.9522993369027972,0.003838771593090211,[0.71838335],[0.00389934],0.09439644451000494,,,,,,,,,,,,,,,,,
[0.],0.9263525903224945,0.010101010101010102,[1.29394903],[0.],0.24862378534199073,,,,,,,,,,,,,,,,,
[0.08051954],1.8849226534366608,0.004357298474945534,[1.27654254],[0.00503247],0.11447449289806608,,,,,,,,,,,,,,,,,
-20.0,0.16403968632221222,0.001519756838905775,[0.49454553],-10.0,0.06013666830812742,,,,,,,,,,,,,,,,,
[-9.92637573],1.183482509572059,0.031746031746031744,[0.5505656],[-0.38178368],0.08648589700790277,,,,,,,,,,,,,,,,,
[-9.97301247],2.847228191792965,0.0055147058823529415,[1.87844216],[-0.6648675],0.14109903971354168,,,,,,,,,,,,,,,,,
[0.00482236],0.9681459814310074,0.004123711340206186,[1.60231857],[0.00096447],0.24720478171702637,,,,,,,,,,,,,,,,,
[-10.],4.089425161480904,0.007680491551459293,[1.83419024],[-0.38461538],0.17604632717336835,,,,,,,,,,,,,,,,,
[0.78880587],5.102312063332647,0.007822685788787484,[1.69970703],[0.02191127],0.08591344174771026,,,,,,,,,,,,,,,,,
[0.44678043],6.571679040789604,0.009510869565217392,[2.68004313],[0.01787122],0.11737862831382166,,,,,,,,,,,,,,,,,
[0.22716899],7.447098106145859,0.00935672514619883,[2.83258619],[0.00946537],0.2484272280645885,,,,,,,,,,,,,,,,,
[-9.87613676],4.280171647667885,0.007739938080495356,[2.62038754],[-0.54867426],0.11711277812506957,,,,,,,,,,,,,,,,,
[0.05554546],1.7226632256060839,0.006263048016701462,[1.03849743],[0.00347159],0.10845694267259466,,,,,,,,,,,,,,,,,
[-10.],1.6422273367643356,0.0026455026455026454,[2.0325788],[-1.42857143],0.23724768537235513,,,,,,,,,,,,,,,,,
[0.],2.628231182694435,0.007594936708860759,[1.49859639],[0.],0.13993530125191997,,,,,,,,,,,,,,,,,
[-9.94637722],2.956551253795624,0.0023023791250959325,[2.05569393],[-0.62164858],0.1632671356201172,,,,,,,,,,,,,,,,,
[0.00241191],1.2762242257595062,0.0033613445378151263,[1.71510831],[0.00034456],0.2839530847957551,,,,,,,,,,,,,,,,,
[0.14770026],2.2277447134256363,0.004597701149425287,[2.06258044],[0.01477003],0.1314075635181287,,,,,,,,,,,,,,,,,
[0.],2.968443140387535,0.005263157894736842,[2.00401709],[0.],0.13021660978210306,,,,,,,,,,,,,,,,,
[0.1293249],2.515345484018326,0.005714285714285714,[2.24609421],[0.01293249],0.17725159183147438,,,,,,,,,,,,,,,,,
[0.11769793],2.508980818092823,0.003989361702127659,[1.67000007],[0.00784653],0.17505641907421668,,,,,,,,,,,,,,,,,
[-9.95854806],2.150648284703493,0.0055147058823529415,[1.46010111],[-0.62240925],0.13401493779761833,,,,,,,,,,,,,,,,,
[0.71909588],9.402509398758411,0.013677811550151976,[3.42666492],[0.02247175],0.08462895690849875,,,,,,,,,,,,,,,,,
[-9.7561648],3.846736341714859,0.007067137809187279,[2.26816266],[-0.51348236],0.12497352935507211,,,,,,,,,,,,,,,,,
[0.15250673],5.381905779242516,0.005747126436781609,[2.95132606],[0.0084726],0.19019135606660934,,,,,,,,,,,,,,,,,
[0.],1.161773294210434,0.002472187886279357,[2.49171331],[0.],0.2996914712715622,,,,,,,,,,,,,,,,,
[-10.],2.796457052230835,0.00424929178470255,[1.34478991],[-0.5],0.1174862961181816,,,,,,,,,,,,,,,,,
[0.00778439],1.3920543864369392,0.002886002886002886,[1.15952119],[0.0006487],0.17375950637664236,,,,,,,,,,,,,,,,,
[0.123847],2.3912666589021683,0.00390625,[2.14517443],[0.01125882],0.16616560575861514,,,,,,,,,,,,,,,,,
[-9.65633782],3.958202764391899,0.01282051282051282,[1.74480297],[-0.38625351],0.10293677341298267,,,,,,,,,,,,,,,,,
[0.17549768],3.0420742630958557,0.003992015968063872,[1.85699283],[0.01169985],0.13610942010930752,,,,,,,,,,,,,,,,,
[0.00974319],3.7620164901018143,0.004721435316336166,[2.12953002],[0.00057313],0.2853595018778204,,,,,,,,,,,,,,,,,
[-9.98588792],3.2656547129154205,0.0023584905660377358,[2.01130489],[-0.55477155],0.18608029058532138,,,,,,,,,,,,,,,,,
[0.34228207],2.948345184326172,0.0053475935828877,[2.16544384],[0.0228188],0.12463963573652945,,,,,,,,,,,,,,,,,
[-9.82556607],1.9005272835493088,0.0024489795918367346,[1.66995381],[-0.81879717],0.13062325962075702,,,,,,,,,,,,,,,,,
[0.],2.223794147372246,0.0034129692832764505,[2.04169144],[0.],0.24269236273210654,,,,,,,,,,,,,,,,,
[-10.],3.4123208709061146,0.006633499170812604,[1.59057217],[-0.45454545],0.19359835248984095,,,,,,,,,,,,,,,,,
[-10.],1.2795624993741512,0.002188183807439825,[1.12081172],[-0.90909091],0.1501060387594134,,,,,,,,,,,,,,,,,
[0.01640878],1.4854410588741302,0.002162162162162162,[1.23962288],[0.00149171],0.2047574039258415,,,,,,,,,,,,,,,,,
[0.01958266],2.2562977075576782,0.02127659574468085,[1.50254119],[0.00130551],0.21647547657640281,,,,,,,,,,,,,,,,,
[0.],1.3858319707214832,0.0023014959723820483,[1.23071056],[0.],0.11540951369255711,,,,,,,,,,,,,,,,,
[0.],0.8105129301548004,0.0030211480362537764,[1.94873935],[0.],0.2490904710963465,,,,,,,,,,,,,,,,,
[0.20581561],2.7324738544411957,0.0038022813688212928,[1.4955654],[0.0114342],0.08480736106385674,,,,,,,,,,,,,,,,,
[-9.82574934],7.627825483679771,0.009324009324009324,[3.01229014],[-0.42720649],0.16448100759275172,,,,,,,,,,,,,,,,,
[0.08380714],2.887612920254469,0.024390243902439025,[1.35577155],[0.00380942],0.08990990684519506,,,,,,,,,,,,,,,,,
,,,,,,7,-3.1997864300000005,29696,15.98,3751,29,,,,,,,,,,,
[0.012223],8.665987432003021,0.008928571428571428,[2.42549412],[0.00061115],0.2648345947265625,,,,,,,1.136030912399292,0.3072265625,1.882372578047216,0.2,9.420749538918402e-05,-0.03336939868750051,290,-0.18425945937633514,-0.27962589263916016,-3.089277645945549,0.03199407
[-9.9818365],2.8510334491729736,0.004,[2.66019644],[-0.99818365],0.29746269831635425,,,,,,,,,,,,,,,,,
[0.12470475],2.8270736262202263,0.01675977653631285,[1.88345506],[0.00890748],0.15814832305651758,,,,,,,,,,,,,,,,,
[0.01035991],1.3652502000331879,0.00816326530612245,[1.41227288],[0.00103599],0.20772505723681817,,,,,,,,,,,,,,,,,
[0.00579241],1.514668807387352,0.004282655246252677,[1.06725851],[0.00044557],0.24351904266225863,,,,,,,,,,,,,,,,,
[0.11710582],3.6540221571922302,0.0058309037900874635,[2.40040073],[0.00780705],0.1320418834980955,,,,,,,,,,,,,,,,,
[-10.],5.508984465152025,0.0049586776859504135,[2.00489225],[-0.41666667],0.11472946803047214,,,,,,,,,,,,,,,,,
[-9.88206514],4.617865152657032,0.006756756756756757,[2.36951719],[-0.54900362],0.12787095801551912,,,,,,,,,,,,,,,,,
[0.12664367],1.1643564589321613,0.005988023952095809,[0.96762248],[0.00974182],0.09923598268280362,,,,,,,,,,,,,,,,,
[-9.94109494],1.5741284415125847,0.0016652789342214821,[0.91325804],[-0.66273966],0.12092633835746058,,,,,,,,,,,,,,,,,
[-9.99191145],1.4673883616924286,0.003115264797507788,[1.12986985],[-0.83265929],0.2200460570417185,,,,,,,,,,,,,,,,,
[0.],2.299531325697899,0.016304347826086956,[1.77690804],[0.],0.27913241360893454,,,,,,,,,,,,,,,,,
[0.02472854],4.383238419890404,0.009074410163339383,[2.19520933],[0.00137381],0.19211091552267384,,,,,,,,,,,,,,,,,
[0.07349378],2.066004365682602,0.0031185031185031187,[1.71420971],[0.00612448],0.1382292515854345,,,,,,,,,,,,,,,,,
[0.22300097],6.800731122493744,0.015350877192982455,[2.28836105],[0.00743337],0.26429065224388826,,,,,,,,,,,,,,,,,
[0.01084107],1.801421970129013,0.00505902192242833,[1.36208373],[0.00077436],0.27886007546056674,,,,,,,,,,,,,,,,,
-20.0,0.09612376987934113,0.002105263157894737,[0.29244474],-10.0,0.008970270722143263,,,,,,,,,,,,,,,,,
[0.45758104],6.773042418062687,0.015355086372360844,[2.19213256],[0.01345827],0.08197083339770077,,,,,,,,,,,,,,,,,
[0.],2.9104065001010895,0.005263157894736842,[1.92953247],[0.],0.1143908700228268,,,,,,,,,,,,,,,,,
[0.],1.8690743520855904,0.003076923076923077,[1.39726576],[0.],0.14463498877220646,,,,,,,,,,,,,,,,,
[-10.],7.857530131936073,0.015810276679841896,[3.93264239],[-0.52631579],0.3308616418668093,,,,,,,,,,,,,,,,,
[0.12801833],3.830593928694725,0.01015228426395939,[2.68569841],[0.00853456],0.1431477898697206,,,,,,,,,,,,,,,,,
[0.],6.031015560030937,0.007281553398058253,[1.93599259],[0.],0.08868207363913208,,,,,,,,,,,,,,,,,
[0.],7.587322928011417,0.009925558312655087,[2.7549313],[0.],0.2551706636183259,,,,,,,,,,,,,,,,,
-20.0,0.33334094285964966,0.00130718954248366,[1.06477325],-10.0,0.002847327252440267,,,,,,,,,,,,,,,,,
[0.02850185],1.2651023021899164,0.0038240917782026767,[0.72132116],[0.00158344],0.13522079069770312,,,,,,,,,,,,,,,,,
[-9.8360873],4.27867004275322,0.014326647564469915,[1.69743293],[-0.36429953],0.11435458321729136,,,,,,,,,,,,,,,,,
[0.00738983],0.8772394023835659,0.0033613445378151263,[0.94739669],[0.00073898],0.17790223343023193,,,,,,,,,,,,,,,,,
[0.01504251],1.2640119642019272,0.0032948929159802307,[1.4303119],[0.00188031],0.21607033640943335,,,,,,,,,,,,,,,,,
[0.10863645],2.0270784832537174,0.0054446460980036296,[1.09345302],[0.00639038],0.10304814916747206,,,,,,,,,,,,,,,,,
[-9.88086056],2.9539622329175472,0.0050568900126422255,[1.66905472],[-0.47051717],0.14844066526406893,,,,,,,,,,,,,,,,,
[-9.98697795],1.1891131550073624,0.0024330900243309003,[1.84034363],[-1.66449632],0.2430540281868219,,,,,,,,,,,,,,,,,
[-10.],3.522087685763836,0.021164021164021163,[1.89928172],[-0.52631579],0.1155721581681391,,,,,,,,,,,,,,,,,
[0.01959239],2.0213910043239594,0.0026666666666666666,[2.40580758],[0.00279891],0.26583486751318813,,,,,,,,,,,,,,,,,
[0.],2.1527823209762573,0.012711864406779662,[2.17672789],[0.],0.19629986206428574,,,,,,,,,,,,,,,,,
[0.06607756],5.253581687808037,0.009689922480620155,[2.89084655],[0.00367098],0.21986007627210905,,,,,,,,,,,,,,,,,
[0.23776183],4.6117880418896675,0.008445945945945946,[1.64493303],[0.00792539],0.05766525196739239,,,,,,,,,,,,,,,,,
[0.0448667],2.3535486459732056,0.005110732538330494,[2.55220371],[0.00560834],0.20272079218638675,,,,,,,,,,,,,,,,,
[-9.9921424],0.09705803543329239,0.001851851851851852,[0.23912012],[-3.33071413],0.020498196976668392,,,,,,,,,,,,,,,,,
[-9.85146641],1.42788808606565,0.0018467220683287165,[0.75707353],[-0.57949802],0.09972659723493085,,,,,,,,,,,,,,,,,
[-9.7405044],4.686188104562461,0.003762227238525207,[1.53045889],[-0.27056957],0.09215493415943563,,,,,,,,,,,,,,,,,
[-9.98490185],4.833422943949699,0.008275862068965517,[2.80537066],[-0.62405637],0.19546930856099026,,,,,,,,,,,,,,,,,
[0.02477128],7.23859865963459,0.017857142857142856,[2.50162676],[0.00091745],0.22300925461964827,,,,,,,,,,,,,,,,,
[0.30211418],7.29260103777051,0.01839080459770115,[2.4282192],[0.00974562],0.08629118542905839,,,,,,,,,,,,,,,,,
[0.],3.018900692462921,0.018691588785046728,[2.66973651],[0.],0.12043772087794415,,,,,,,,,,,,,,,,,
[0.],3.758446618914604,0.0056657223796034,[2.34797308],[0.],0.09777208659011555,,,,,,,,,,,,,,,,,
[0.],0.7748178839683533,0.002881844380403458,[1.97640677],[0.],0.2612279567504746,,,,,,,,,,,,,,,,,
-20.0,0.01593942381441593,0.0023584905660377358,[0.0577969],-10.0,3.128917878700543e-05,,,,,,,,,,,,,,,,,
[-9.97400101],0.9628507654706482,0.0012578616352201257,[0.64434212],[-0.71242864],0.09927761469279843,,,,,,,,,,,,,,,,,
[0.00427788],1.8644800186157227,0.0028694404591104736,[1.56822803],[0.00032907],0.2944804155962192,,,,,,,,,,,,,,,,,
[-9.87805932],2.4586923718452454,0.003472222222222222,[1.71714877],[-0.65853729],0.1856562282420291,,,,,,,,,,,,,,,,,
[0.11233419],10.154701136052608,0.01510989010989011,[3.24423837],[0.00303606],0.14462086052875903,,,,,,,,,,,,,,,,,
[0.],0.9728263020515442,0.0031545741324921135,[1.42500413],[0.],0.2328740929647871,,,,,,,,,,,,,,,,,
[0.12855717],2.2652147046756,0.010416666666666666,[0.76949835],[0.00367306],0.08620061800648136,,,,,,,,,,,,,,,,,
-20.0,0.1767667979001999,0.0021929824561403508,[0.50689515],-10.0,0.06313376637252785,,,,,,,,,,,,,,,,,
[0.33905241],8.023524396121502,0.012244897959183673,[2.72358312],[0.00997213],0.2106162852893161,,,,,,,,,,,,,,,,,
[0.13701136],3.1967163011431694,0.005434782608695652,[1.68724103],[0.00685057],0.09806294675497004,,,,,,,,,,,,,,,,,
[-10.],2.469608888030052,0.01875,[1.66776665],[-0.71428571],0.2620085458307822,,,,,,,,,,,,,,,,,
[0.0499126],1.0299559365957975,0.003424657534246575,[0.76346446],[0.00383943],0.12790993051321803,,,,,,,,,,,,,,,,,
[0.],1.3609831556677818,0.0045662100456621,[0.94196341],[0.],0.12083527259538256,,,,,,,,,,,,,,,,,
[0.],0.8036142885684967,0.0008703220191470844,[1.68305614],[0.],0.2707378024723796,,,,,,,,,,,,,,,,,
[0.11431527],1.848818190395832,0.017857142857142856,[1.22961867],[0.0071447],0.1179510045274086,,,,,,,,,,,,,,,,,
[0.00958972],1.1225381195545197,0.002680965147453083,[1.15137834],[0.00106552],0.21689535230082407,,,,,,,,,,,,,,,,,
[0.],1.7054949924349785,0.0028776978417266188,[0.89895975],[0.],0.08192088072844,,,,,,,,,,,,,,,,,
-20.0,0.1294945627450943,0.001594896331738437,[0.42108294],-10.0,0.043502270851267344,,,,,,,,,,,,,,,,,
[0.],1.4245468862354755,0.0035026269702276708,[0.92236265],[0.],0.07949433357176149,,,,,,,,,,,,,,,,,
[-9.87186578],7.735922425985336,0.013289036544850499,[1.91229132],[-0.25978594],0.1785736100297991,,,,,,,,,,,,,,,,,
[-9.85712954],2.1250182390213013,0.004709576138147566,[1.88412919],[-0.89610269],0.12676428919286706,,,,,,,,,,,,,,,,,
[0.00146871],1.039896234869957,0.0016051364365971107,[1.65389718],[0.00029374],0.25867035096257995,,,,,,,,,,,,,,,,,
,,,,,,7,-3.3323481899999994,30720,14.72,3906,30,,,,,,,,,,,
[0.10444323],5.065709963440895,0.013422818791946308,[2.02335139],[0.00614372],0.12893715860374996,,,,,,,1.1406323909759521,0.2818359375,1.5710119352210312,0.2,9.40108681216e-05,-0.040617465262766925,300,-0.11961712688207626,0.024707376956939697,-3.0965029925107954,0.03845428
[0.01041548],1.794413261115551,0.0021164021164021165,[1.50287806],[0.00080119],0.19429262020480043,,,,,,,,,,,,,,,,,
[0.00879752],1.8880721032619476,0.010810810810810811,[1.5264794],[0.00067673],0.21950995944805474,,,,,,,,,,,,,,,,,
[-10.],2.0930245188064873,0.00375234521575985,[1.16711011],[-0.52631579],0.12219968866661823,,,,,,,,,,,,,,,,,
[-9.94504359],2.698627233505249,0.009259259259259259,[1.74955154],[-0.66300291],0.1342174277580604,,,,,,,,,,,,,,,,,
[0.13705879],4.971843406558037,0.007032348804500703,[3.18087762],[0.00856617],0.209014243611991,,,,,,,,,,,,,,,,,
[0.09908293],1.8975947499275208,0.0029895366218236174,[2.16862198],[0.01238537],0.11237437745652201,,,,,,,,,,,,,,,,,
[0.13803009],2.3491701409220695,0.009230769230769232,[1.41023591],[0.00862688],0.1256840644624633,,,,,,,,,,,,,,,,,
[-9.95853557],5.898798242211342,0.006818181818181818,[3.09394111],[-0.47421598],0.19306216659646105,,,,,,,,,,,,,,,,,
[0.0176048],2.070355623960495,0.002466091245376079,[2.36817772],[0.00251497],0.2666917021740386,,,,,,,,,,,,,,,,,
[0.25647917],4.267335847020149,0.004479283314669653,[2.38304523],[0.01221329],0.10799506654434096,,,,,,,,,,,,,,,,,
[1.17817146],9.539832852780819,0.018867924528301886,[3.51281105],[0.03681786],0.12192161299924151,,,,,,,,,,,,,,,,,
[0.01847129],2.092663124203682,0.15,[2.09564236],[0.00167921],0.2373362510412492,,,,,,,,,,,,,,,,,
[-9.99097795],0.46593254059553146,0.011494252873563218,[0.79612856],[-1.99819559],0.08416210515715147,,,,,,,,,,,,,,,,,
[-9.92281482],2.3073199819773436,0.0025575447570332483,[1.33859055],[-0.55126749],0.16415157192471924,,,,,,,,,,,,,,,,,
[0.],1.6240998804569244,0.005714285714285714,[1.66442894],[0.],0.23262238946373084,,,,,,,,,,,,,,,,,
[0.46411223],10.920278370380402,0.017350157728706624,[3.40368796],[0.01497136],0.14444541929986257,,,,,,,,,,,,,,,,,
[0.01494167],11.290573187172413,0.01639344262295082,[2.97110985],[0.00041505],0.17215413600968715,,,,,,,,,,,,,,,,,
-20.0,0.18502044677734375,0.0027247956403269754,[0.65527214],-10.0,0.03771493258619759,,,,,,,,,,,,,,,,,
[0.08176442],2.509715339168906,0.0028011204481792717,[1.18716471],[0.00314479],0.13992114507886255,,,,,,,,,,,,,,,,,
[-9.65572065],6.234240919351578,0.012195121951219513,[3.51007796],[-0.56798357],0.10762126913508872,,,,,,,,,,,,,,,,,
[0.03744156],9.226919412612915,0.02288329519450801,[3.74409144],[0.00156007],0.30874266793927935,,,,,,,,,,,,,,,,,
[0.],1.286332130432129,0.004158004158004158,[2.29124836],[0.],0.2608208054149143,,,,,,,,,,,,,,,,,
[0.00858621],1.3135420978069305,0.0035335689045936395,[1.62260485],[0.0012266],0.24376858903311183,,,,,,,,,,,,,,,,,
[0.09928225],7.524102069437504,0.010282776349614395,[2.66840134],[0.00320265],0.13586420815061678,,,,,,,,,,,,,,,,,
[0.01032724],2.121670588850975,0.00482315112540193,[1.59576909],[0.0008606],0.2754026245140585,,,,,,,,,,,,,,,,,
-20.0,0.09886963665485382,0.002028397565922921,[0.30153263],-10.0,0.004386723106881567,,,,,,,,,,,,,,,,,
[-9.73001026],3.9888628534972668,0.004008016032064128,[1.93049496],[-0.40541709],0.1617406209309896,,,,,,,,,,,,,,,,,
[0.],2.143678233027458,0.00530035335689046,[1.28153299],[0.],0.1251128737138841,,,,,,,,,,,,,,,,,
[-9.61390599],4.332719087600708,0.007173601147776184,[1.68183244],[-0.36976561],0.10990991743923331,,,,,,,,,,,,,,,,,
[-9.95953944],3.4588034749031067,0.005780346820809248,[2.33493658],[-0.71139567],0.14670889718191965,,,,,,,,,,,,,,,,,
[0.23469838],3.7246143370866776,0.0046641791044776115,[1.36913732],[0.00690289],0.08416036431419009,,,,,,,,,,,,,,,,,
[0.],1.267689984291792,0.004329004329004329,[0.86500974],[0.],0.10530896557901306,,,,,,,,,,,,,,,,,
[0.],3.0557089298963547,0.006125574272588055,[1.97151485],[0.],0.1625646129284581,,,,,,,,,,,,,,,,,
[0.],2.0803523510694504,0.0039946737683089215,[2.08012044],[0.],0.1220329203574453,,,,,,,,,,,,,,,,,
[0.49407593],12.360275387763977,0.025540275049115914,[4.35464965],[0.0164692],0.3857477341715244,,,,,,,,,,,,,,,,,
[0.],0.6903961151838303,0.0021645021645021645,[1.6736347],[0.],0.24646036004271785,,,,,,,,,,,,,,,,,
-20.0,0.12216462194919586,0.0013850415512465374,[0.40635032],-10.0,0.0032870265326723847,,,,,,,,,,,,,,,,,
[-9.72610463],3.884683210402727,0.005279831045406547,[0.73997869],[-0.19849193],0.17961492193490883,,,,,,,,,,,,,,,,,
[0.00877889],1.073078729212284,0.0009765625,[1.090682],[0.00087789],0.1673842901149058,,,,,,,,,,,,,,,,,
[0.02619014],1.2725429460406303,0.0035087719298245615,[1.15517676],[0.00218251],0.14881632066924078,,,,,,,,,,,,,,,,,
[0.20880745],7.406863134354353,0.01386481802426343,[2.80395392],[0.00803106],0.21301066031099034,,,,,,,,,,,,,,,,,
[0.],0.9025110602378845,0.0016025641025641025,[2.47740441],[0.],0.272216796875,,,,,,,,,,,,,,,,,
[0.41344062],7.722887499257922,0.011347517730496455,[2.79691357],[0.01425657],0.13750844890579952,,,,,,,,,,,,,,,,,
-20.0,0.3751794695854187,0.0019455252918287938,[1.16449898],-10.0,0.10821482128201446,,,,,,,,,,,,,,,,,
[0.31062266],5.155520380241796,0.016216216216216217,[1.51814695],[0.00817428],0.0863970929110075,,,,,,,,,,,,,,,,,
[0.00678908],1.5341997593641281,0.006711409395973154,[1.76148636],[0.00084863],0.24685719717532992,,,,,,,,,,,,,,,,,
[0.36355038],4.329036071896553,0.0074850299401197605,[2.79585581],[0.02019724],0.09628209227087077,,,,,,,,,,,,,,,,,
[0.05574592],2.76720380038023,0.005434782608695652,[1.80315731],[0.00371639],0.13001221907595734,,,,,,,,,,,,,,,,,
-20.0,0.3282988667488098,0.02127659574468085,[1.18794271],-10.0,0.051373232705014434,,,,,,,,,,,,,,,,,
[0.18592084],2.937543148174882,0.008086253369272238,[0.77046533],[0.00442669],0.09034752335046872,,,,,,,,,,,,,,,,,
[0.],1.1285069808363914,0.005780346820809248,[0.95037334],[0.],0.18603326339139356,,,,,,,,,,,,,,,,,
[0.13895178],3.8335015131160617,0.012084592145015106,[1.923154],[0.00631599],0.07883407635074882,,,,,,,,,,,,,,,,,
-20.0,0.3627523183822632,0.006578947368421052,[1.0995593],-10.0,0.10604846747385516,,,,,,,,,,,,,,,,,
[0.03879921],4.773056342499331,0.009578544061302681,[1.33768199],[0.00110855],0.10366314883275826,,,,,,,,,,,,,,,,,
[0.09005854],2.225577123463154,0.007894736842105263,[1.81874824],[0.00750488],0.1214090328654775,,,,,,,,,,,,,,,,,
[-9.82280951],9.892146855592728,0.03937007874015748,[3.34829708],[-0.31686482],0.1451894981736579,,,,,,,,,,,,,,,,,
[0.14060264],5.079916730523109,0.00496031746031746,[2.20804891],[0.00520751],0.30109885886863424,,,,,,,,,,,,,,,,,
[0.13838374],6.101164512336254,0.012738853503184714,[1.99038592],[0.00477185],0.1373281635454724,,,,,,,,,,,,,,,,,
[0.12977414],2.0776002407073975,0.0036855036855036856,[1.56031158],[0.00926958],0.16422994734874313,,,,,,,,,,,,,,,,,
[0.23995393],2.2788495123386383,0.004511278195488722,[2.1903895],[0.02666155],0.1658259989636407,,,,,,,,,,,,,,,,,
-20.0,0.040387194603681564,0.004329004329004329,[0.10924293],-10.0,0.008801889037691416,,,,,,,,,,,,,,,,,
,,,,,,7,-3.1078939600000006,31744,15.63,4053,31,,,,,,,,,,,
[-9.55675343],10.974059134721756,0.018867924528301886,[2.31692156],[-0.41551102],0.11576891673387824,,,,,,,1.145168662071228,0.2849609375,1.2938806631602346,0.2,9.3814448472064e-05,-0.04220993192284368,310,-0.2008003294467926,-0.3381301164627075,-3.1047945827245713,0.043473065
[-9.94764514],1.5614825785160065,0.008438818565400843,[1.44442807],[-0.90433138],0.15216256659752997,,,,,,,,,,,,,,,,,
[0.],1.2439965903759003,0.004629629629629629,[1.31229824],[0.],0.30143811678559307,,,,,,,,,,,,,,,,,
[0.22110211],3.3948089284822345,0.0036101083032490976,[1.58857303],[0.00850393],0.10974523198756633,,,,,,,,,,,,,,,,,
[-9.91512604],1.5852182060480118,0.007662835249042145,[1.29146671],[-0.8262605],0.12887912240714486,,,,,,,,,,,,,,,,,
[-9.90850067],2.7815937101840973,0.011363636363636364,[1.55885189],[-0.52150004],0.13830238379626472,,,,,,,,,,,,,,,,,
[0.],1.9657500460743904,0.005272407732864675,[1.31485226],[0.],0.14228228809642143,,,,,,,,,,,,,,,,,
[0.],2.1945169270038605,0.0023942537909018356,[1.99740816],[0.],0.14693600838968177,,,,,,,,,,,,,,,,,
[0.00776952],1.209053859114647,0.007518796992481203,[1.10791884],[0.00086328],0.20326101667916158,,,,,,,,,,,,,,,,,
[-10.],2.0497470647096634,0.007177033492822967,[2.10167859],[-1.11111111],0.28824232242366965,,,,,,,,,,,,,,,,,
[0.18354669],5.050569716840982,0.006309148264984227,[2.36202985],[0.00705949],0.17966783860845875,,,,,,,,,,,,,,,,,
[0.26614257],2.053096443414688,0.010344827586206896,[2.34152207],[0.03326782],0.11035795868830804,,,,,,,,,,,,,,,,,
[-9.69497327],12.358369663357735,0.014545454545454545,[4.44612703],[-0.31274107],0.30132381394592994,,,,,,,,,,,,,,,,,
[-9.54044443],3.5378967821598053,0.005115089514066497,[2.35958844],[-0.73388034],0.09895938891597507,,,,,,,,,,,,,,,,,
[-9.8691041],3.9332862496376038,0.011494252873563218,[2.12278595],[-0.58053554],0.1489953376491964,,,,,,,,,,,,,,,,,
[0.],2.1322342343628407,0.004728132387706856,[1.20559701],[0.],0.11809360116625799,,,,,,,,,,,,,,,,,
[0.],1.319864198565483,0.0039603960396039604,[1.42229772],[0.],0.24196448511156576,,,,,,,,,,,,,,,,,
[0.08028315],2.1904737129807472,0.00423728813559322,[1.48837711],[0.00573451],0.15552791498577107,,,,,,,,,,,,,,,,,
[0.36538337],3.822934627532959,0.008830022075055188,[2.38045008],[0.02283646],0.086454636800327,,,,,,,,,,,,,,,,,
[0.],8.677321195602417,0.08256880733944955,[3.25975067],[0.],0.3237552180530795,,,,,,,,,,,,,,,,,
-20.0,0.26772233843803406,0.0029498525073746312,[0.84595266],-10.0,0.018506946835615136,,,,,,,,,,,,,,,,,
[-10.],3.3787518721073866,0.034482758620689655,[1.84516018],[-0.5],0.08728225730033852,,,,,,,,,,,,,,,,,
[0.],3.271728217601776,0.014035087719298246,[2.19570826],[0.],0.3877213029689755,,,,,,,,,,,,,,,,,
[-10.],4.848031151108444,0.00909090909090909,[1.78989999],[-0.38461538],0.10793830118198383,,,,,,,,,,,,,,,,,
[0.17785878],3.0181428492069244,0.008438818565400843,[2.47765944],[0.01482156],0.18875295667756833,,,,,,,,,,,,,,,,,
[0.07933828],2.556516006588936,0.00425531914893617,[1.65608517],[0.00495864],0.11857267184108282,,,,,,,,,,,,,,,,,
[0.],2.246327042579651,0.007978723404255319,[2.01956811],[0.],0.27889294342031373,,,,,,,,,,,,,,,,,
[-9.93275437],1.1391566805541515,0.002484472049689441,[0.95804358],[-0.76405803],0.11405451631150311,,,,,,,,,,,,,,,,,
[0.],0.7531521171331406,0.0010615711252653928,[1.58348394],[0.],0.2704504620358096,,,,,,,,,,,,,,,,,
[0.10848232],6.187808811664581,0.00904977375565611,[2.66880306],[0.00433929],0.16565041952871062,,,,,,,,,,,,,,,,,
[0.],1.2503010258078575,0.003663003663003663,[0.99587759],[0.],0.1155157246111825,,,,,,,,,,,,,,,,,
[-9.85370589],5.183583088219166,0.008426966292134831,[2.04243784],[-0.32845686],0.15435495309974623,,,,,,,,,,,,,,,,,
[0.00523858],1.0379270613193512,0.003418803418803419,[0.83766955],[0.00040297],0.16458364211887605,,,,,,,,,,,,,,,,,
