custom/total_reward,custom/total_distance,custom/routes_completed,custom/avg_speed,custom/mean_reward,custom/avg_center_dev,time/fps,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/iterations,train/std,train/clip_fraction,train/value_loss,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/n_updates,train/loss,train/explained_variance,train/entropy_loss,train/approx_kl
[-9.97481697],1.5595488101243973,0.00267379679144385,[1.90918174],[-0.9974817],0.21643874860454954,,,,,,,,,,,,,,,,,
,,,,,,7,-5.62162781,121856,35.02,16010,119,,,,,,,,,,,
[-9.96916251],1.5546533428132534,0.003590664272890485,[0.63159754],[-2.49229063],0.13931931701892156,,,,,,,1.2745652198791504,0.49375,1.3125789907295258,0.2,7.734255158886401e-05,-0.06831930127227678,1190,-0.0003278106451034546,-0.15818917751312256,-3.324178856611252,0.13614234
[-9.93028255],1.9050790667533875,0.0019267822736030828,[0.46796569],[-0.22568824],0.18453447777576953,,,,,,,,,,,,,,,,,
[-9.99389919],1.5663449908024631,0.005405405405405406,[0.22271951],[-0.13325199],0.17229846570676746,,,,,,,,,,,,,,,,,
[-9.99139625],1.7140677402494475,0.004210526315789474,[0.2789433],[-0.13321862],0.1332798721664718,,,,,,,,,,,,,,,,,
[0.41492061],4.89392024371773,0.01160092807424594,[1.20165079],[0.00797924],0.1856670542012928,,,,,,,,,,,,,,,,,
[-9.99157702],1.9088174179196358,0.0031545741324921135,[0.8433425],[-0.34453714],0.17038176509233544,,,,,,,,,,,,,,,,,
[0.],0.9935506619513035,0.0016420361247947454,[0.35651008],[0.],0.09430516722533389,,,,,,,,,,,,,,,,,
[0.09185105],1.188660716637969,0.0018399264029438822,[0.41380796],[0.00255142],0.06583033551230821,,,,,,,,,,,,,,,,,
[-10.],8.408900503069162,0.03829787234042553,[2.6584892],[-0.24390244],0.20068684642410323,,,,,,,,,,,,,,,,,
[-10.],5.875116881252325,0.013392857142857142,[0.68497281],[-0.0952381],0.09157811740804281,,,,,,,,,,,,,,,,,
[-10.],3.059134118258953,0.004043126684636119,[1.05039986],[-0.29411765],0.25021794961576527,,,,,,,,,,,,,,,,,
[-9.9584278],1.465699478983879,0.005291005291005291,[0.66361163],[-0.36883066],0.1530182903449482,,,,,,,,,,,,,,,,,
[0.],1.6763031035661697,0.0039011703511053317,[2.3763726],[0.],0.35162640690313324,,,,,,,,,,,,,,,,,
[0.02919345],1.1377994325011969,0.00315955766192733,[0.61242553],[0.00139016],0.13929437404049677,,,,,,,,,,,,,,,,,
[0.32311459],8.544248923659325,0.012569832402234637,[3.27562032],[0.01009733],0.21363173663374568,,,,,,,,,,,,,,,,,
[-9.9930126],0.6011691372841597,0.0015748031496062992,[0.49300642],[-0.76869328],0.08558565574647937,,,,,,,,,,,,,,,,,
[0.],1.5297607984393835,0.0024271844660194173,[0.79073407],[0.],0.12048301206890825,,,,,,,,,,,,,,,,,
[0.],3.9464791417121887,0.006983240223463687,[3.12582791],[0.],0.11978722625665589,,,,,,,,,,,,,,,,,
[-10.],0.5432874617399648,0.0026455026455026454,[0.16471157],[-0.27027027],0.04627504314202293,,,,,,,,,,,,,,,,,
[-9.37443176],3.1506876365383505,0.024193548387096774,[0.42805746],[-0.10301573],0.028890970537996972,,,,,,,,,,,,,,,,,
[-9.99262103],0.19598622250487097,0.002257336343115124,[0.00516544],[-0.13323495],0.010285680679528352,,,,,,,,,,,,,,,,,
[-10.],2.4717673514969647,0.00683371298405467,[0.40026176],[-0.13333333],0.0538052730849317,,,,,,,,,,,,,,,,,
[-10.],0.8920256542041898,0.002403846153846154,[0.79943243],[-0.71428571],0.12946157266264371,,,,,,,,,,,,,,,,,
[-9.63761592],4.182612959295511,0.007722007722007722,[1.22713454],[-0.20951339],0.24828713072859304,,,,,,,,,,,,,,,,,
,,,,,,7,-5.8200546,122880,36.18,16117,120,,,,,,,,,,,
[0.],10.799074140843004,0.019417475728155338,[1.74335787],[0.],0.08638493874468897,,,,,,,1.2719619274139404,0.46748046875,0.7496007405803539,0.2,7.71646099456e-05,-0.06536690249340608,1200,-0.26610177755355835,-0.13707780838012695,-3.3235872477293014,0.14118534
[0.],2.8006490506231785,0.004477611940298508,[1.25883329],[0.],0.20356686040170371,,,,,,,,,,,,,,,,,
-20.0,0.18525296449661255,0.0024752475247524753,[0.56871067],-10.0,0.07086056511207994,,,,,,,,,,,,,,,,,
[-9.95881942],0.8198168321978301,0.0036429872495446266,[0.61156312],[-0.62242621],0.1123010831575776,,,,,,,,,,,,,,,,,
[0.11160869],3.053428143262863,0.0078125,[1.84940601],[0.00485255],0.19612193406596726,,,,,,,,,,,,,,,,,
[0.25765364],6.818716995418072,0.009111617312072893,[2.34058302],[0.00715705],0.20786753828576704,,,,,,,,,,,,,,,,,
[0.],3.0508315190672874,0.0103359173126615,[2.24951309],[0.],0.16412653561333118,,,,,,,,,,,,,,,,,
-20.0,0.20751164853572845,0.0010649627263045794,[0.60700571],-10.0,0.07094061186524905,,,,,,,,,,,,,,,,,
[-9.60256869],3.3837562560802326,0.003587443946188341,[0.58983949],[-0.12803425],0.03733999328362938,,,,,,,,,,,,,,,,,
[-9.96152677],0.271747524417151,0.0018083182640144665,[0.03979587],[-0.13282036],0.0055115904746977085,,,,,,,,,,,,,,,,,
[-10.01312424],0.7441744472889695,0.007168458781362007,[0.09915411],[-0.13350832],0.05872165443932575,,,,,,,,,,,,,,,,,
[-9.99390337],0.9589466527104378,0.0011173184357541898,[1.03144409],[-0.99939034],0.2250221869155121,,,,,,,,,,,,,,,,,
[-9.89839568],4.617782067507505,0.008680555555555556,[0.84484745],[-0.13197861],0.28397812317038235,,,,,,,,,,,,,,,,,
[-9.93999753],1.7287392900325358,0.0069124423963133645,[0.25664884],[-0.1325333],0.110598328754815,,,,,,,,,,,,,,,,,
[0.],14.792242346331477,0.027726432532347505,[2.41665288],[0.],0.17506874423492547,,,,,,,,,,,,,,,,,
[-9.96324183],0.17727964743971825,0.00211864406779661,[0.43466291],[-2.49081046],0.015640432449711816,,,,,,,,,,,,,,,,,
[0.15698378],2.133446417748928,0.005089058524173028,[1.42994326],[0.00784919],0.1372847010976967,,,,,,,,,,,,,,,,,
[-9.96635656],1.0337917095748708,0.0035087719298245615,[0.18148512],[-0.18120648],0.09431946083203334,,,,,,,,,,,,,,,,,
[-10.],2.456519662111532,0.006109979633401222,[0.66232491],[-0.24390244],0.10472837967895383,,,,,,,,,,,,,,,,,
[0.03281062],1.1252686828374863,0.003395585738539898,[0.38570078],[0.0008413],0.08765769023671535,,,,,,,,,,,,,,,,,
[-10.],0.5273445055354387,0.001141552511415525,[0.14261928],[-0.27777778],0.02203462148866379,,,,,,,,,,,,,,,,,
[0.30717952],6.727816150058061,0.012944983818770227,[1.24813179],[0.00438828],0.14778865479858036,,,,,,,,,,,,,,,,,
[-10.],1.3580218255519867,0.004335260115606936,[1.2483362],[-0.83333333],0.20637934119271564,,,,,,,,,,,,,,,,,
[-9.64446963],10.22671190276742,0.027777777777777776,[1.42023453],[-0.11085597],0.1371391633177705,,,,,,,,,,,,,,,,,
[-9.80939082],10.966805687523447,0.011982570806100218,[1.31786712],[-0.10325675],0.14088892051385835,,,,,,,,,,,,,,,,,
,,,,,,7,-6.124110189999999,123904,38.02,16225,121,,,,,,,,,,,
[0.],8.797321483492851,0.014469453376205787,[3.07704357],[0.],0.25320231914672786,,,,,,,1.2718549966812134,0.51005859375,0.7705501997843385,0.2,7.6986875920384e-05,-0.06867151338374242,1210,-0.23788149654865265,-0.06690895557403564,-3.3197627902030944,0.1806606
[0.10144046],1.9563336204737425,0.003194888178913738,[0.64814189],[0.00317001],0.16218330093069958,,,,,,,,,,,,,,,,,
[0.],1.5007076708134264,0.0038240917782026767,[0.70017564],[0.],0.0895623609643618,,,,,,,,,,,,,,,,,
-20.0,0.2611428201198578,0.0013531799729364006,[0.85234894],-10.0,0.06478034699332562,,,,,,,,,,,,,,,,,
[-9.94385896],0.1562977082467114,0.0010822510822510823,[0.01717556],[-0.13258479],0.002167004926748537,,,,,,,,,,,,,,,,,
[-9.89924592],4.891283667442622,0.011363636363636364,[1.35198528],[-0.20623429],0.10060699166306897,,,,,,,,,,,,,,,,,
[0.06062931],3.6526876240968704,0.010282776349614395,[1.32649452],[0.00168415],0.23720233407351898,,,,,,,,,,,,,,,,,
[0.02507625],3.8223226070404053,0.007342143906020558,[1.1923978],[0.00062691],0.23477848423782036,,,,,,,,,,,,,,,,,
-20.0,0.007398656103760004,0.001314060446780552,[0.05843598],-10.0,0.0016264135436317492,,,,,,,,,,,,,,,,,
[0.10192486],1.548646928742528,0.002577319587628866,[0.83676494],[0.00424687],0.12478701370764478,,,,,,,,,,,,,,,,,
[0.08069721],3.6067090705037117,0.0060790273556231,[1.73958279],[0.00288204],0.13872717881435234,,,,,,,,,,,,,,,,,
[-9.93736882],0.4854153608903289,0.0037593984962406013,[0.24268176],[-0.43205951],0.03588172441864871,,,,,,,,,,,,,,,,,
[-10.],4.152453985181637,0.011682242990654205,[0.85773637],[-0.15873016],0.19775795551685496,,,,,,,,,,,,,,,,,
[-9.75052509],0.699008361203596,0.0025906735751295338,[0.09450414],[-0.130007],0.008311962410377646,,,,,,,,,,,,,,,,,
[0.26588152],9.553389269916806,0.013831258644536652,[2.37473456],[0.00492373],0.22143653532066776,,,,,,,,,,,,,,,,,
[-9.88404405],1.2943309508264065,0.008064516129032258,[0.73731165],[-0.47066876],0.04264479418044265,,,,,,,,,,,,,,,,,
[-9.59170695],4.616878553293645,0.006802721088435374,[0.76617566],[-0.12788943],0.20840835408457056,,,,,,,,,,,,,,,,,
[0.0099504],2.0603915378451347,0.0025380710659898475,[1.08173541],[0.00045229],0.23143125420505448,,,,,,,,,,,,,,,,,
[0.0276289],3.2265794300474226,0.01652892561983471,[0.96589271],[0.00069072],0.21904649196176926,,,,,,,,,,,,,,,,,
[0.12906359],2.126044260337949,0.015873015873015872,[1.07756327],[0.00445047],0.11884146276411511,,,,,,,,,,,,,,,,,
-20.0,0.32409346103668213,0.0014492753623188406,[1.09640801],-10.0,0.021148681640625,,,,,,,,,,,,,,,,,
[-9.43392774],11.95640725735575,0.016483516483516484,[2.05995996],[-0.13672359],0.18075920387393837,,,,,,,,,,,,,,,,,
[-9.58568639],7.057036449899897,0.009510869565217392,[0.99303765],[-0.1213378],0.10551663099892365,,,,,,,,,,,,,,,,,
[-10.],0.33387101837433875,0.0017793594306049821,[0.04460051],[-0.13333333],0.01880362712746635,,,,,,,,,,,,,,,,,
[-9.92024088],2.7286260767141357,0.01948051948051948,[0.45865552],[-0.13226988],0.07105180103789915,,,,,,,,,,,,,,,,,
,,,,,,7,-5.8172010200000015,124928,37.43,16334,122,,,,,,,,,,,
[-9.76379602],3.8454000375932083,0.005563282336578581,[0.57714623],[-0.13018395],0.1502762588311731,,,,,,,1.2747125625610352,0.4763671875,0.7441191028570756,0.2,7.6809349513216e-05,-0.06663440365809947,1220,-0.26058030128479004,-0.07280075550079346,-3.322090756893158,0.15188828
[0.3436902],3.188938958570361,0.0036199095022624436,[0.68081031],[0.00701409],0.059745314037908406,,,,,,,,,,,,,,,,,
[-9.91056754],2.197710480540991,0.003061224489795918,[1.04413068],[-0.38117567],0.07233286322355799,,,,,,,,,,,,,,,,,
[0.],6.427606118842959,0.011382113821138212,[1.09761101],[0.],0.305161664812093,,,,,,,,,,,,,,,,,
[-10.],0.26234129816293716,0.002688172043010753,[0.50921338],[-2.],0.007077513806985106,,,,,,,,,,,,,,,,,
[-9.64652056],1.8275087197544053,0.002136752136752137,[0.29289509],[-0.12862027],0.04841524148291414,,,,,,,,,,,,,,,,,
[2.21734718],18.259235998615623,0.035916824196597356,[1.48457655],[0.01238741],0.09890756959287864,,,,,,,,,,,,,,,,,
-20.0,0.0567549504339695,0.0024449877750611247,[0.20401891],-10.0,0.014813611929043312,,,,,,,,,,,,,,,,,
[0.],4.384341829107143,0.010683760683760684,[1.06118658],[0.],0.16685041358888894,,,,,,,,,,,,,,,,,
[-10.],0.8840161301195621,0.0025252525252525255,[0.39436353],[-0.43478261],0.01908839484477591,,,,,,,,,,,,,,,,,
[-9.97838377],3.072950177360326,0.005917159763313609,[0.52827808],[-0.13304512],0.22793190833621987,,,,,,,,,,,,,,,,,
[0.11941191],4.2081234516927,0.006273525721455458,[0.95658705],[0.00217113],0.0843509010612559,,,,,,,,,,,,,,,,,
[-10.],0.15614189649932086,0.001177856301531213,[0.09190761],[-0.5],0.008143963604092868,,,,,,,,,,,,,,,,,
[-9.4836891],8.528282979503274,0.01461038961038961,[1.68924743],[-0.13548127],0.19012225749778067,,,,,,,,,,,,,,,,,
[-9.95680592],1.561335988342762,0.007067137809187279,[1.99706539],[-1.10631177],0.18299216635307733,,,,,,,,,,,,,,,,,
[-9.89230144],12.969601102173328,0.037333333333333336,[2.93441805],[-0.17354915],0.24989772441629024,,,,,,,,,,,,,,,,,
[-9.58612534],3.0970169501379132,0.004846526655896607,[1.09112164],[-0.26628126],0.09825668446690732,,,,,,,,,,,,,,,,,
[-9.99596757],3.7957393161486834,0.0196078431372549,[1.21396751],[-0.27016129],0.24313856305502898,,,,,,,,,,,,,,,,,
[-9.74686769],4.05388602433959,0.010121457489878543,[0.72766261],[-0.12995824],0.34051034735839264,,,,,,,,,,,,,,,,,
[-9.83417432],0.40388735417218413,0.0011299435028248588,[0.06981752],[-0.13112232],0.016883655781716075,,,,,,,,,,,,,,,,,
,,,,,,7,-6.38062354,125952,42.64,16432,123,,,,,,,,,,,
[-9.96733348],0.0916108597011771,0.0011627906976744186,[0.0198622],[-0.13289778],0.01238216255913092,,,,,,,1.27721107006073,0.50927734375,0.6542488656472415,0.2,7.663203072409599e-05,-0.06789715654449538,1230,-0.24343056976795197,-0.007193446159362793,-3.326036934554577,0.15666083
[0.],4.0134139019064605,0.011086474501108648,[1.56808552],[0.],0.14631384536038936,,,,,,,,,,,,,,,,,
[-9.71389192],2.099795308196917,0.006382978723404255,[0.58794431],[-0.22077027],0.0455066298588402,,,,,,,,,,,,,,,,,
[0.16948562],2.1340994463680545,0.005145797598627788,[1.04580356],[0.00651868],0.09235134144331258,,,,,,,,,,,,,,,,,
[-9.66351978],5.395491614937782,0.006858710562414266,[1.53352965],[-0.21962545],0.09254619842022103,,,,,,,,,,,,,,,,,
[-9.92144467],1.7408858463168144,0.002421307506053269,[0.76466719],[-0.38159403],0.09887430341846302,,,,,,,,,,,,,,,,,
[0.96295929],14.629215963184834,0.02247191011235955,[1.5925599],[0.00789311],0.1412814475430054,,,,,,,,,,,,,,,,,
-20.0,0.13683964312076569,0.0009157509157509158,[0.45828409],-10.0,0.024171125895000055,,,,,,,,,,,,,,,,,
[-9.96913876],0.4451662723577101,0.0011074197120708748,[0.05366569],[-0.13292185],0.07916204641609124,,,,,,,,,,,,,,,,,
[-9.97873444],0.7215842690784484,0.00186219739292365,[0.48789709],[-0.55437414],0.09815391413185875,,,,,,,,,,,,,,,,,
[0.],5.77056148648262,0.011976047904191617,[2.04437923],[0.],0.1383271213427807,,,,,,,,,,,,,,,,,
[-10.],3.2990362495183945,0.010948905109489052,[2.14189848],[-0.5],0.2751494869325446,,,,,,,,,,,,,,,,,
[0.08350293],3.794511780142784,0.024691358024691357,[1.98055904],[0.00321165],0.20542022271799262,,,,,,,,,,,,,,,,,
[-9.73995602],2.332249532453716,0.013452914798206279,[0.53129136],[-0.19877461],0.02705914982822361,,,,,,,,,,,,,,,,,
[-9.67081428],3.7197324060834944,0.006932409012131715,[0.57381147],[-0.12894419],0.12084603651531893,,,,,,,,,,,,,,,,,
[0.],1.396924264729023,0.00398406374501992,[0.55851185],[0.],0.14758217257740375,,,,,,,,,,,,,,,,,
[0.1093747],3.2165897991508245,0.0078125,[1.73227426],[0.00455728],0.11645462330433172,,,,,,,,,,,,,,,,,
[-10.],1.7272761650383472,0.02666666666666667,[1.06994517],[-0.5],0.12751299036302383,,,,,,,,,,,,,,,,,
[0.10212319],3.6700058057904243,0.005457025920873124,[1.71385688],[0.00378234],0.14793373243816618,,,,,,,,,,,,,,,,,
[-10.],1.8697183579206467,0.017391304347826087,[2.11690866],[-1.11111111],0.1665313560815495,,,,,,,,,,,,,,,,,
[0.09464427],4.800864655524492,0.010714285714285714,[0.81908661],[0.00135206],0.13749884934223133,,,,,,,,,,,,,,,,,
[-10.],0.36313819140195847,0.0010330578512396695,[0.59598734],[-2.],0.07093105087667602,,,,,,,,,,,,,,,,,
[-9.97491887],0.8269711448810995,0.0016863406408094434,[0.62522764],[-0.62343243],0.1126443953417554,,,,,,,,,,,,,,,,,
[-10.],2.84862357378006,0.011695906432748537,[2.16432309],[-0.55555556],0.4213743929019365,,,,,,,,,,,,,,,,,
[-9.24375221],3.703969137975946,0.011267605633802818,[1.72993861],[-0.30812507],0.09349277705997636,,,,,,,,,,,,,,,,,
[0.02895214],0.9872411116957664,0.0029717682020802376,[0.69929686],[0.00170307],0.15975790425341274,,,,,,,,,,,,,,,,,
[-9.81735441],5.428106866776943,0.0075,[1.27451669],[-0.19249715],0.13584430830910224,,,,,,,,,,,,,,,,,
,,,,,,7,-6.362458069999999,126976,42.07,16541,124,,,,,,,,,,,
[-9.98497362],0.34334558594309783,0.0010515247108307045,[0.04417757],[-0.13313298],0.060526350849923936,,,,,,,1.2791517972946167,0.4572265625,0.7309529487742111,0.2,7.6454919553024e-05,-0.07370125175220892,1240,-0.2374909222126007,0.0841665267944336,-3.3297646969556807,0.14684
[-10.00765435],0.5060765604139306,0.002421307506053269,[0.06213333],[-0.13343539],0.023794259495033724,,,,,,,,,,,,,,,,,
[-9.98556356],1.9294853806495667,0.001401541695865452,[1.23725534],[-0.45388925],0.1800942271600398,,,,,,,,,,,,,,,,,
[0.01074565],3.55804992467165,0.005434782608695652,[0.99986176],[0.0002193],0.19765694922582902,,,,,,,,,,,,,,,,,
[-9.76305743],12.004199858754873,0.07894736842105263,[2.08945343],[-0.13559802],0.24006654276035672,,,,,,,,,,,,,,,,,
[0.40685531],4.185718979686499,0.010224948875255624,[1.63803309],[0.01232895],0.06534986485609004,,,,,,,,,,,,,,,,,
[0.41368914],11.241191931068897,0.019769357495881382,[3.32058376],[0.01008998],0.13937937646959622,,,,,,,,,,,,,,,,,
-20.0,0.1111963763833046,0.0012033694344163659,[0.35442665],-10.0,0.017556709535290132,,,,,,,,,,,,,,,,,
[-9.94881729],0.09300524359059636,0.000856898029134533,[0.01522723],[-0.1326509],0.0075676803102692584,,,,,,,,,,,,,,,,,
[-9.94645758],2.7431285006459802,0.0056925996204933585,[0.92984938],[-0.24866144],0.11108964536197763,,,,,,,,,,,,,,,,,
[-9.61076712],4.476959429914132,0.027472527472527472,[2.02345745],[-0.3203589],0.0693763779011445,,,,,,,,,,,,,,,,,
[-9.87714866],0.7325845671257412,0.0033003300330033004,[0.101716],[-0.13169532],0.055500363471643804,,,,,,,,,,,,,,,,,
[-10.],3.4882831359282136,0.0044742729306487695,[0.86007909],[-0.2173913],0.09188365364663667,,,,,,,,,,,,,,,,,
[-9.80809177],4.2056551980786026,0.0064,[1.50848582],[-0.25148953],0.17779360655780588,,,,,,,,,,,,,,,,,
[-10.],2.559572249650955,0.005859375,[1.11123875],[-0.34482759],0.12281763499552127,,,,,,,,,,,,,,,,,
[0.16089496],1.18273364007473,0.0033783783783783786,[1.49806756],[0.01787722],0.11242222300984478,,,,,,,,,,,,,,,,,
[-9.88857232],14.530281126499176,0.01557285873192436,[2.6682843],[-0.14331264],0.22229457798285127,,,,,,,,,,,,,,,,,
[-10.],1.6561044454574585,0.004366812227074236,[1.23939571],[-0.66666667],0.22507997648393654,,,,,,,,,,,,,,,,,
[0.],3.2473580366931856,0.007142857142857143,[0.48648277],[0.],0.07237730378878242,,,,,,,,,,,,,,,,,
-20.0,0.009042973630130291,0.0016313213703099511,[0.02119327],-10.0,0.003386846496499321,,,,,,,,,,,,,,,,,
[-9.84240347],0.8453210017905803,0.0009191176470588235,[0.11340343],[-0.13123205],0.045415348148946745,,,,,,,,,,,,,,,,,
[-10.],0.0701516239605553,0.0022026431718061676,[0.01872488],[-0.13333333],0.008790878128987448,,,,,,,,,,,,,,,,,
[0.19822752],3.3273389721871354,0.005420054200542005,[1.47389991],[0.00683543],0.07042930866109914,,,,,,,,,,,,,,,,,
[-9.7841429],4.37558938190341,0.017605633802816902,[1.18115559],[-0.21269876],0.12953241252742792,,,,,,,,,,,,,,,,,
[-10.],1.3003845363855362,0.001445086705202312,[1.31182374],[-1.],0.2232086181640625,,,,,,,,,,,,,,,,,
,,,,,,7,-6.65432462,128000,42.94,16647,125,,,,,,,,,,,
[-9.99398176],0.9623667597770691,0.0006523157208088715,[0.4694098],[-4.99699088],0.2573407280289312,,,,,,,1.2767894268035889,0.46875,0.7706648554420099,0.2,7.627801600000001e-05,-0.07032016211887822,1250,-0.24800845980644226,-0.022480487823486328,-3.32950374186039,0.1696809
[-10.],0.9554517545620911,0.001364256480218281,[0.40266247],[-0.35714286],0.07667219062819508,,,,,,,,,,,,,,,,,
[-9.91359198],0.8430118570104241,0.0013404825737265416,[0.22388935],[-0.20653317],0.0474689322008518,,,,,,,,,,,,,,,,,
[0.20578239],5.405349522829056,0.02097902097902098,[2.08430389],[0.00623583],0.14244758789953693,,,,,,,,,,,,,,,,,
[0.],2.062836654484272,0.009259259259259259,[1.51443393],[0.],0.22355155188053136,,,,,,,,,,,,,,,,,
[0.7738],4.556869932450354,0.006657789613848202,[1.44097493],[0.01646383],0.1313018010827073,,,,,,,,,,,,,,,,,
-20.0,0.1948946714401245,0.003205128205128205,[0.64804391],-10.0,0.012476611846136475,,,,,,,,,,,,,,,,,
[-9.93878118],3.452973628183827,0.005270092226613966,[1.2081891],[-0.27607726],0.14261870534289378,,,,,,,,,,,,,,,,,
[-10.],3.1247603385709226,0.0038314176245210726,[0.90785486],[-0.26315789],0.18055309750119758,,,,,,,,,,,,,,,,,
[-9.95246873],1.9001544187776744,0.006060606060606061,[0.94354604],[-0.35544531],0.13421994794134645,,,,,,,,,,,,,,,,,
[0.05361994],3.1490319222211838,0.004975124378109453,[2.31650967],[0.00315411],0.2348684886178865,,,,,,,,,,,,,,,,,
[0.14263202],5.8452035412192345,0.02247191011235955,[1.74204208],[0.0031696],0.15744623354719683,,,,,,,,,,,,,,,,,
[0.83466939],6.925880029797554,0.014957264957264958,[2.8353887],[0.02529301],0.09516800164945281,,,,,,,,,,,,,,,,,
[-9.98405863],1.9141866117715836,0.00909090909090909,[2.25991372],[-0.90764169],0.2610293322860364,,,,,,,,,,,,,,,,,
[0.0065995],1.1390990391373634,0.004796163069544364,[0.98021641],[0.00041247],0.19061155708051056,,,,,,,,,,,,,,,,,
[-9.91888747],0.24597677285055397,0.001968503937007874,[0.04073093],[-0.16811674],0.011169688218771857,,,,,,,,,,,,,,,,,
[-9.99436774],0.00914829471912526,0.001763668430335097,[0.00157612],[-0.13325824],0.00020658525646896406,,,,,,,,,,,,,,,,,
[-9.89893435],2.4928099889148143,0.00702576112412178,[0.43706672],[-0.13198579],0.11479668495010704,,,,,,,,,,,,,,,,,
[0.02312545],0.6764597466681153,0.0026041666666666665,[0.43381471],[0.00115627],0.087070199494223,,,,,,,,,,,,,,,,,
[-9.99554732],2.392432361841202,0.03278688524590164,[1.71099796],[-0.66636982],0.3523104530883632,,,,,,,,,,,,,,,,,
[0.27058252],2.171308971941471,0.003067484662576687,[1.56906962],[0.01424119],0.17874396101796586,,,,,,,,,,,,,,,,,
[-10.],2.0606969483196735,0.008797653958944282,[1.05443662],[-0.43478261],0.1811020888118134,,,,,,,,,,,,,,,,,
[-9.82116667],3.6438014954328537,0.008733624454148471,[2.06397127],[-0.40921528],0.18216030713351736,,,,,,,,,,,,,,,,,
[0.03191596],1.179689571261406,0.0015174506828528073,[0.54372],[0.00138765],0.15929950632196843,,,,,,,,,,,,,,,,,
[0.31164708],1.8007737398147583,0.0019120458891013384,[2.15265661],[0.03116471],0.11454262604932744,,,,,,,,,,,,,,,,,
[-10.],0.7104868006426841,0.0012690355329949238,[0.21606954],[-0.23809524],0.03299449866183842,,,,,,,,,,,,,,,,,
[0.09816661],1.7646399214863777,0.005076142131979695,[0.97112796],[0.00392666],0.14134588800272332,,,,,,,,,,,,,,,,,
[-10.],3.8263852428644896,0.008802816901408451,[0.85361315],[-0.17857143],0.16582847110735316,,,,,,,,,,,,,,,,,
[-9.99524469],1.510895449668169,0.002570694087403599,[0.75194736],[-0.4543293],0.17851174142643186,,,,,,,,,,,,,,,,,
[0.1736324],1.8748103082180023,0.00684931506849315,[2.09839385],[0.01578476],0.13341269000854034,,,,,,,,,,,,,,,,,
[0.],2.049915966577828,0.004792332268370607,[0.91287275],[0.],0.14459409642957505,,,,,,,,,,,,,,,,,
[-9.90736461],0.8313230872154236,0.0022935779816513763,[0.42301871],[-0.36693943],0.02986572581520353,,,,,,,,,,,,,,,,,
[0.10524638],7.422177942469716,0.015086206896551725,[2.60232041],[0.00276964],0.19324729338683824,,,,,,,,,,,,,,,,,
[-9.85607153],3.413529336452484,0.013245033112582781,[1.91377857],[-0.41066965],0.2529058857690138,,,,,,,,,,,,,,,,,
[0.],3.1240895092487335,0.005208333333333333,[1.29079662],[0.],0.2777825089678422,,,,,,,,,,,,,,,,,
,,,,,,7,-6.48304547,129024,36.41,16757,126,,,,,,,,,,,
[-9.94658616],3.839588075876236,0.0061068702290076335,[1.11997259],[-1.24332327],0.1137140866664317,,,,,,,1.2765955924987793,0.53994140625,1.23642422540579,0.2,7.6101320065024e-05,-0.06866951867705211,1260,-0.25085610151290894,-0.35641515254974365,-3.327058954536915,0.17436895
[0.],1.6528336852788925,0.005338078291814947,[1.23911158],[0.],0.1450325995487806,,,,,,,,,,,,,,,,,
[-9.95590225],2.58361005038023,0.007692307692307693,[1.80779358],[-0.58564131],0.21034314469123871,,,,,,,,,,,,,,,,,
[0.05735383],0.9660528528038412,0.002369668246445498,[0.30975141],[0.00179231],0.09425376842206865,,,,,,,,,,,,,,,,,
[-9.95892243],0.1379056722362293,0.002053388090349076,[0.04425236],[-0.23160285],0.029960986913234258,,,,,,,,,,,,,,,,,
[-10.],0.12220133596474625,0.001984126984126984,[0.00668812],[-0.13333333],0.0215814210476654,,,,,,,,,,,,,,,,,
[-10.],0.013964592610136606,0.0014992503748125937,[0.01278721],[-0.13333333],0.00023087360631545665,,,,,,,,,,,,,,,,,
[-10.04279585],0.07993079491279786,0.007575757575757576,[-0.01539716],[-0.13390394],0.009224617015138634,,,,,,,,,,,,,,,,,
[-9.78742441],4.447043845313601,0.021367521367521368,[0.68090123],[-0.10090128],0.1254719450110849,,,,,,,,,,,,,,,,,
[-9.98382256],0.2117184740927769,0.004149377593360996,[0.02409026],[-0.13311763],0.04210072446226743,,,,,,,,,,,,,,,,,
[0.],5.29814906604588,0.006896551724137931,[1.47596703],[0.],0.25944724594265484,,,,,,,,,,,,,,,,,
[-9.94259169],1.3248098101466894,0.0023501762632197414,[0.43337939],[-0.30129066],0.04386129911565985,,,,,,,,,,,,,,,,,
[-9.9184924],3.2248403523117304,0.00684931506849315,[0.60868184],[-0.16259824],0.1713770919306498,,,,,,,,,,,,,,,,,
[0.36884911],2.767257109284401,0.00522875816993464,[0.72927281],[0.00752753],0.15425902246394355,,,,,,,,,,,,,,,,,
[-9.77898525],11.751368217170238,0.031578947368421054,[2.27272555],[-0.15279664],0.1853101461182989,,,,,,,,,,,,,,,,,
[-9.98615276],1.8962352871894836,0.005681818181818182,[1.85525086],[-0.71329663],0.2994230919240208,,,,,,,,,,,,,,,,,
[-10.],0.0776217887578241,0.002066115702479339,[0.01295825],[-0.13333333],0.010444976652759246,,,,,,,,,,,,,,,,,
