custom/total_distance,custom/total_reward,custom/avg_center_dev,custom/avg_speed,custom/routes_completed,custom/mean_reward
8.959438039833913,[0.55864951],0.04965893142168698,[1.07402421],0.014164305949008499,[0.00707151]
0.24180255830287933,-20.0,0.010003851144529749,[0.77883049],0.0045662100456621,-10.0
2.173211468732916,[0.41830326],0.052576497851495076,[0.69524441],0.0027247956403269754,[0.01349365]
