custom/routes_completed,custom/avg_speed,custom/total_distance,custom/mean_reward,custom/avg_center_dev,custom/total_reward
0.027696793002915453,[1.60744257],19.064691745792516,[-0.06182952],0.17479997522690716,[-8.40881413]
0.0066518847006651885,[1.04440692],2.982455149292946,[-0.33333333],0.19267166527806753,[-10.]
0.012364760432766615,[1.326452],7.45174116641283,[0.00621055],0.17691027909833024,[0.35400142]
0.0022123893805309734,[0.31517609],0.6095487354323268,[-0.5493263],0.026133632092672342,[-9.88787339]
0.019065776930409915,[1.95959088],19.65689287474379,[0.01041035],0.1738621847970145,[1.16595935]
0.003663003663003663,[0.22902725],0.07188652455806732,-10.0,0.005476831273605444,-20.0
